Entry ID,Date,Transaction Type,Account Debited,Account Credited,Amount,Narration
1298,2024-10-24,Cash Sale,Cash Account,Sales Revenue,18401.01,Cash sale to customer
1299,2024-10-25,Purchase,Inventory,Accounts Payable,10565.79,Raw materials purchased from supplier Global Suppliers
1300,2024-10-26,Rent,Rent Expense,Bank Account,16941.35,Monthly rent paid for office space
1301,2024-10-27,Purchase,Inventory,Accounts Payable,6518.49,Raw materials purchased from supplier XYZ Corp.
1302,2024-10-28,Payroll,Salaries Expense,Bank Account,14547.29,Salary paid to employees
1303,2024-10-29,Interest Income,Bank Account,Interest Income,15818.74,Interest received from bank
1304,2024-10-30,Interest Income,Bank Account,Interest Income,4709.98,Interest received from bank
1305,2024-10-31,Cash Sale,Cash Account,Sales Revenue,16730.36,Cash sale to customer
1306,2024-11-01,Payroll,Salaries Expense,Bank Account,9825.97,Salary paid to employees
1307,2024-11-02,Payroll,Salaries Expense,Bank Account,3522.26,Salary paid to employees
1308,2024-11-03,Rent,Rent Expense,Bank Account,7715.81,Monthly rent paid for office space
1309,2024-11-04,Rent,Rent Expense,Bank Account,4950.59,Monthly rent paid for office space
1310,2024-11-05,Loan Repayment,Loan Payable,Bank Account,10459.09,Loan repayment to bank
1311,2024-11-06,Payroll,Salaries Expense,Bank Account,2286.66,Salary paid to employees
1312,2024-11-07,Payroll,Salaries Expense,Bank Account,10196.61,Salary paid to employees
1313,2024-11-08,Cash Sale,Cash Account,Sales Revenue,16632.82,Cash sale to customer
1314,2024-11-09,Interest Income,Bank Account,Interest Income,4773.17,Interest received from bank
1315,2024-11-10,Depreciation,Depreciation Expense,Accumulated Depreciation,9366.67,Monthly depreciation for asset
1316,2024-11-11,Depreciation,Depreciation Expense,Accumulated Depreciation,6019.8,Monthly depreciation for asset
1317,2024-11-12,Rent,Rent Expense,Bank Account,8662.27,Monthly rent paid for office space
1318,2024-11-13,Interest Income,Bank Account,Interest Income,19310.02,Interest received from bank
1319,2024-11-14,Sales,Accounts Receivable,Sales Revenue,6662.85,Credit sale to customer Nova Enterprises
1320,2024-11-15,Payroll,Salaries Expense,Bank Account,12172.99,Salary paid to employees
1321,2024-11-16,Sales,Accounts Receivable,Sales Revenue,14528.64,Credit sale to customer Global Suppliers
1322,2024-11-17,Sales,Accounts Receivable,Sales Revenue,6510.81,Credit sale to customer BrightTech
1323,2024-11-18,Purchase,Inventory,Accounts Payable,10171.81,Raw materials purchased from supplier BrightTech
1324,2024-11-19,Depreciation,Depreciation Expense,Accumulated Depreciation,2146.98,Monthly depreciation for asset
1325,2024-11-20,Depreciation,Depreciation Expense,Accumulated Depreciation,7825.7,Monthly depreciation for asset
1326,2024-11-21,Depreciation,Depreciation Expense,Accumulated Depreciation,13311.26,Monthly depreciation for asset
1327,2024-11-22,Purchase,Inventory,Accounts Payable,4540.69,Raw materials purchased from supplier XYZ Corp.
1328,2024-11-23,Loan Repayment,Loan Payable,Bank Account,11643.71,Loan repayment to bank
1329,2024-11-24,Loan Repayment,Loan Payable,Bank Account,4664.07,Loan repayment to bank
1330,2024-11-25,Rent,Rent Expense,Bank Account,11014.61,Monthly rent paid for office space
1331,2024-11-26,Rent,Rent Expense,Bank Account,14420.15,Monthly rent paid for office space
1332,2024-11-27,Payroll,Salaries Expense,Bank Account,7083.3,Salary paid to employees
1333,2024-11-28,Payroll,Salaries Expense,Bank Account,17429.67,Salary paid to employees
1334,2024-11-29,Purchase,Inventory,Accounts Payable,2483.78,Raw materials purchased from supplier BrightTech
1335,2024-11-30,Purchase,Inventory,Accounts Payable,8934.36,Raw materials purchased from supplier Global Suppliers
1336,2024-12-01,Sales,Accounts Receivable,Sales Revenue,5402.57,Credit sale to customer BrightTech
1337,2024-12-02,Cash Sale,Cash Account,Sales Revenue,8984.13,Cash sale to customer
1338,2024-12-03,Interest Income,Bank Account,Interest Income,2122.41,Interest received from bank
1339,2024-12-04,Interest Income,Bank Account,Interest Income,7458.73,Interest received from bank
1340,2024-12-05,Depreciation,Depreciation Expense,Accumulated Depreciation,18418.94,Monthly depreciation for asset
1341,2024-12-06,Sales,Accounts Receivable,Sales Revenue,17742.2,Credit sale to customer Unity Inc.
1342,2024-12-07,Cash Sale,Cash Account,Sales Revenue,12068.22,Cash sale to customer
1343,2024-12-08,Rent,Rent Expense,Bank Account,18642.12,Monthly rent paid for office space
1344,2024-12-09,Payroll,Salaries Expense,Bank Account,11117.58,Salary paid to employees
1345,2024-12-10,Depreciation,Depreciation Expense,Accumulated Depreciation,12022.23,Monthly depreciation for asset
1346,2024-12-11,Payroll,Salaries Expense,Bank Account,14807.13,Salary paid to employees
1347,2024-12-12,Depreciation,Depreciation Expense,Accumulated Depreciation,9139.22,Monthly depreciation for asset
1348,2024-12-13,Depreciation,Depreciation Expense,Accumulated Depreciation,10509.4,Monthly depreciation for asset
1349,2024-12-14,Loan Repayment,Loan Payable,Bank Account,13189.84,Loan repayment to bank
1350,2024-12-15,Sales,Accounts Receivable,Sales Revenue,18796.04,Credit sale to customer XYZ Corp.
1351,2024-12-16,Rent,Rent Expense,Bank Account,3227.94,Monthly rent paid for office space
1352,2024-12-17,Interest Income,Bank Account,Interest Income,13113.03,Interest received from bank
1353,2024-12-18,Payroll,Salaries Expense,Bank Account,10287.43,Salary paid to employees
1354,2024-12-19,Loan Repayment,Loan Payable,Bank Account,2499.05,Loan repayment to bank
1355,2024-12-20,Sales,Accounts Receivable,Sales Revenue,18757.44,Credit sale to customer XYZ Corp.
1356,2024-12-21,Depreciation,Depreciation Expense,Accumulated Depreciation,14914.04,Monthly depreciation for asset
1357,2024-12-22,Sales,Accounts Receivable,Sales Revenue,8920.46,Credit sale to customer ABC Pvt. Ltd.
1358,2024-12-23,Rent,Rent Expense,Bank Account,3543.52,Monthly rent paid for office space
1359,2024-12-24,Sales,Accounts Receivable,Sales Revenue,16162.79,Credit sale to customer Unity Inc.
1360,2024-12-25,Depreciation,Depreciation Expense,Accumulated Depreciation,16768.61,Monthly depreciation for asset
1361,2024-12-26,Payroll,Salaries Expense,Bank Account,7374.87,Salary paid to employees
1362,2024-12-27,Loan Repayment,Loan Payable,Bank Account,12634.96,Loan repayment to bank
1363,2024-12-28,Cash Sale,Cash Account,Sales Revenue,8435.91,Cash sale to customer
1364,2024-12-29,Depreciation,Depreciation Expense,Accumulated Depreciation,7255.68,Monthly depreciation for asset
1365,2024-12-30,Depreciation,Depreciation Expense,Accumulated Depreciation,17331.34,Monthly depreciation for asset
1366,2024-12-31,Depreciation,Depreciation Expense,Accumulated Depreciation,2959.93,Monthly depreciation for asset
1367,2025-01-01,Depreciation,Depreciation Expense,Accumulated Depreciation,2382.66,Monthly depreciation for asset
1368,2025-01-02,Payroll,Salaries Expense,Bank Account,8136.02,Salary paid to employees
1369,2025-01-03,Rent,Rent Expense,Bank Account,16359.86,Monthly rent paid for office space
1370,2025-01-04,Sales,Accounts Receivable,Sales Revenue,5458.43,Credit sale to customer BrightTech
1371,2025-01-05,Rent,Rent Expense,Bank Account,8784.19,Monthly rent paid for office space
1372,2025-01-06,Interest Income,Bank Account,Interest Income,16925.28,Interest received from bank
1373,2025-01-07,Cash Sale,Cash Account,Sales Revenue,6841.59,Cash sale to customer
1374,2025-01-08,Cash Sale,Cash Account,Sales Revenue,1707.99,Cash sale to customer
1375,2025-01-09,Payroll,Salaries Expense,Bank Account,15324.16,Salary paid to employees
1376,2025-01-10,Purchase,Inventory,Accounts Payable,8601.09,Raw materials purchased from supplier Nova Enterprises
1377,2025-01-11,Purchase,Inventory,Accounts Payable,3181.78,Raw materials purchased from supplier ABC Pvt. Ltd.
1378,2025-01-12,Purchase,Inventory,Accounts Payable,15602.62,Raw materials purchased from supplier ABC Pvt. Ltd.
1379,2025-01-13,Interest Income,Bank Account,Interest Income,11581.25,Interest received from bank
1380,2025-01-14,Sales,Accounts Receivable,Sales Revenue,15733.45,Credit sale to customer BrightTech
1381,2025-01-15,Loan Repayment,Loan Payable,Bank Account,2508.34,Loan repayment to bank
1382,2025-01-16,Payroll,Salaries Expense,Bank Account,1870.01,Salary paid to employees
1383,2025-01-17,Loan Repayment,Loan Payable,Bank Account,18845.22,Loan repayment to bank
1384,2025-01-18,Payroll,Salaries Expense,Bank Account,8757.4,Salary paid to employees
1385,2025-01-19,Payroll,Salaries Expense,Bank Account,12015.99,Salary paid to employees
1386,2025-01-20,Interest Income,Bank Account,Interest Income,9965.89,Interest received from bank
1387,2025-01-21,Purchase,Inventory,Accounts Payable,15756.26,Raw materials purchased from supplier BrightTech
1388,2025-01-22,Purchase,Inventory,Accounts Payable,14387.28,Raw materials purchased from supplier Nova Enterprises
1389,2025-01-23,Interest Income,Bank Account,Interest Income,9380.23,Interest received from bank
1390,2025-01-24,Rent,Rent Expense,Bank Account,16152.98,Monthly rent paid for office space
1391,2025-01-25,Rent,Rent Expense,Bank Account,15920.88,Monthly rent paid for office space
1392,2025-01-26,Purchase,Inventory,Accounts Payable,1669.49,Raw materials purchased from supplier Unity Inc.
1393,2025-01-27,Sales,Accounts Receivable,Sales Revenue,8990.62,Credit sale to customer XYZ Corp.
1394,2025-01-28,Loan Repayment,Loan Payable,Bank Account,7922.25,Loan repayment to bank
1395,2025-01-29,Sales,Accounts Receivable,Sales Revenue,3962.98,Credit sale to customer ABC Pvt. Ltd.
1396,2025-01-30,Rent,Rent Expense,Bank Account,14167.75,Monthly rent paid for office space
1397,2025-01-31,Payroll,Salaries Expense,Bank Account,7869.74,Salary paid to employees
1398,2025-02-01,Purchase,Inventory,Accounts Payable,10953.7,Raw materials purchased from supplier XYZ Corp.
1399,2025-02-02,Interest Income,Bank Account,Interest Income,10844.2,Interest received from bank
1400,2025-02-03,Cash Sale,Cash Account,Sales Revenue,8229.15,Cash sale to customer
1401,2025-02-04,Rent,Rent Expense,Bank Account,2971.18,Monthly rent paid for office space
1402,2025-02-05,Interest Income,Bank Account,Interest Income,3098.0,Interest received from bank
1403,2025-02-06,Cash Sale,Cash Account,Sales Revenue,8816.51,Cash sale to customer
1404,2025-02-07,Sales,Accounts Receivable,Sales Revenue,4293.48,Credit sale to customer BrightTech
1405,2025-02-08,Cash Sale,Cash Account,Sales Revenue,19299.65,Cash sale to customer
1406,2025-02-09,Cash Sale,Cash Account,Sales Revenue,16965.71,Cash sale to customer
1407,2025-02-10,Payroll,Salaries Expense,Bank Account,1777.4,Salary paid to employees
1408,2025-02-11,Rent,Rent Expense,Bank Account,5031.46,Monthly rent paid for office space
1409,2025-02-12,Purchase,Inventory,Accounts Payable,4236.56,Raw materials purchased from supplier BrightTech
1410,2025-02-13,Sales,Accounts Receivable,Sales Revenue,2156.26,Credit sale to customer BrightTech
1411,2025-02-14,Interest Income,Bank Account,Interest Income,16913.12,Interest received from bank
1412,2025-02-15,Payroll,Salaries Expense,Bank Account,12857.15,Salary paid to employees
1413,2025-02-16,Rent,Rent Expense,Bank Account,18484.49,Monthly rent paid for office space
1414,2025-02-17,Rent,Rent Expense,Bank Account,14258.48,Monthly rent paid for office space
1415,2025-02-18,Sales,Accounts Receivable,Sales Revenue,10651.56,Credit sale to customer ABC Pvt. Ltd.
1416,2025-02-19,Purchase,Inventory,Accounts Payable,19572.7,Raw materials purchased from supplier ABC Pvt. Ltd.
1417,2025-02-20,Cash Sale,Cash Account,Sales Revenue,14024.99,Cash sale to customer
1418,2025-02-21,Rent,Rent Expense,Bank Account,7071.41,Monthly rent paid for office space
1419,2025-02-22,Loan Repayment,Loan Payable,Bank Account,14366.8,Loan repayment to bank
1420,2025-02-23,Rent,Rent Expense,Bank Account,17595.88,Monthly rent paid for office space
1421,2025-02-24,Purchase,Inventory,Accounts Payable,5326.23,Raw materials purchased from supplier Global Suppliers
1422,2025-02-25,Rent,Rent Expense,Bank Account,1877.82,Monthly rent paid for office space
1423,2025-02-26,Rent,Rent Expense,Bank Account,4048.41,Monthly rent paid for office space
1424,2025-02-27,Rent,Rent Expense,Bank Account,12717.62,Monthly rent paid for office space
1425,2025-02-28,Loan Repayment,Loan Payable,Bank Account,9176.69,Loan repayment to bank
1426,2025-03-01,Loan Repayment,Loan Payable,Bank Account,1522.01,Loan repayment to bank
1427,2025-03-02,Cash Sale,Cash Account,Sales Revenue,16771.27,Cash sale to customer
1428,2025-03-03,Interest Income,Bank Account,Interest Income,12826.82,Interest received from bank
1429,2025-03-04,Cash Sale,Cash Account,Sales Revenue,3018.28,Cash sale to customer
1430,2025-03-05,Payroll,Salaries Expense,Bank Account,3805.32,Salary paid to employees
1431,2025-03-06,Rent,Rent Expense,Bank Account,13019.43,Monthly rent paid for office space
1432,2025-03-07,Cash Sale,Cash Account,Sales Revenue,2697.92,Cash sale to customer
1433,2025-03-08,Rent,Rent Expense,Bank Account,13086.44,Monthly rent paid for office space
1434,2025-03-09,Sales,Accounts Receivable,Sales Revenue,2933.89,Credit sale to customer Global Suppliers
1435,2025-03-10,Payroll,Salaries Expense,Bank Account,10926.28,Salary paid to employees
1436,2025-03-11,Payroll,Salaries Expense,Bank Account,6165.07,Salary paid to employees
1437,2025-03-12,Payroll,Salaries Expense,Bank Account,17955.88,Salary paid to employees
1438,2025-03-13,Depreciation,Depreciation Expense,Accumulated Depreciation,19310.9,Monthly depreciation for asset
1439,2025-03-14,Cash Sale,Cash Account,Sales Revenue,14189.05,Cash sale to customer
1440,2025-03-15,Loan Repayment,Loan Payable,Bank Account,17977.45,Loan repayment to bank
1441,2025-03-16,Purchase,Inventory,Accounts Payable,11446.74,Raw materials purchased from supplier Unity Inc.
1442,2025-03-17,Sales,Accounts Receivable,Sales Revenue,5876.96,Credit sale to customer XYZ Corp.
1443,2025-03-18,Cash Sale,Cash Account,Sales Revenue,5486.82,Cash sale to customer
1444,2025-03-19,Interest Income,Bank Account,Interest Income,13654.43,Interest received from bank
1445,2025-03-20,Cash Sale,Cash Account,Sales Revenue,9517.61,Cash sale to customer
1446,2025-03-21,Sales,Accounts Receivable,Sales Revenue,2236.34,Credit sale to customer Global Suppliers
1447,2025-03-22,Rent,Rent Expense,Bank Account,17092.42,Monthly rent paid for office space
1448,2025-03-23,Interest Income,Bank Account,Interest Income,1320.51,Interest received from bank
1449,2025-03-24,Rent,Rent Expense,Bank Account,15842.83,Monthly rent paid for office space
1450,2025-03-25,Depreciation,Depreciation Expense,Accumulated Depreciation,12573.09,Monthly depreciation for asset
1451,2025-03-26,Loan Repayment,Loan Payable,Bank Account,3618.35,Loan repayment to bank
1452,2025-03-27,Payroll,Salaries Expense,Bank Account,19619.29,Salary paid to employees
1453,2025-03-28,Interest Income,Bank Account,Interest Income,10537.67,Interest received from bank
1454,2025-03-29,Rent,Rent Expense,Bank Account,8012.74,Monthly rent paid for office space
1455,2025-03-30,Sales,Accounts Receivable,Sales Revenue,13258.51,Credit sale to customer Nova Enterprises
1456,2025-03-31,Payroll,Salaries Expense,Bank Account,11077.27,Salary paid to employees
1457,2025-04-01,Payroll,Salaries Expense,Bank Account,2208.79,Salary paid to employees
1458,2025-04-02,Sales,Accounts Receivable,Sales Revenue,17511.88,Credit sale to customer Nova Enterprises
1459,2025-04-03,Interest Income,Bank Account,Interest Income,12114.1,Interest received from bank
1460,2025-04-04,Rent,Rent Expense,Bank Account,19688.05,Monthly rent paid for office space
1461,2025-04-05,Purchase,Inventory,Accounts Payable,11196.64,Raw materials purchased from supplier Nova Enterprises
1462,2025-04-06,Rent,Rent Expense,Bank Account,4366.92,Monthly rent paid for office space
1463,2025-04-07,Depreciation,Depreciation Expense,Accumulated Depreciation,6199.25,Monthly depreciation for asset
1464,2025-04-08,Sales,Accounts Receivable,Sales Revenue,18686.69,Credit sale to customer Global Suppliers
1465,2025-04-09,Loan Repayment,Loan Payable,Bank Account,12124.48,Loan repayment to bank
1466,2025-04-10,Payroll,Salaries Expense,Bank Account,7439.91,Salary paid to employees
1467,2025-04-11,Rent,Rent Expense,Bank Account,5883.32,Monthly rent paid for office space
1468,2025-04-12,Cash Sale,Cash Account,Sales Revenue,18473.59,Cash sale to customer
1469,2025-04-13,Purchase,Inventory,Accounts Payable,4351.78,Raw materials purchased from supplier Nova Enterprises
1470,2025-04-14,Payroll,Salaries Expense,Bank Account,13225.63,Salary paid to employees
1471,2025-04-15,Interest Income,Bank Account,Interest Income,8923.57,Interest received from bank
1472,2025-04-16,Purchase,Inventory,Accounts Payable,16267.76,Raw materials purchased from supplier Unity Inc.
1473,2025-04-17,Loan Repayment,Loan Payable,Bank Account,14856.05,Loan repayment to bank
1474,2025-04-18,Cash Sale,Cash Account,Sales Revenue,14224.62,Cash sale to customer
1475,2025-04-19,Loan Repayment,Loan Payable,Bank Account,11795.65,Loan repayment to bank
1476,2025-04-20,Cash Sale,Cash Account,Sales Revenue,6809.11,Cash sale to customer
1477,2025-04-21,Cash Sale,Cash Account,Sales Revenue,8499.44,Cash sale to customer
1478,2025-04-22,Cash Sale,Cash Account,Sales Revenue,3315.56,Cash sale to customer
1479,2025-04-23,Sales,Accounts Receivable,Sales Revenue,18212.56,Credit sale to customer XYZ Corp.
1480,2025-04-24,Payroll,Salaries Expense,Bank Account,10192.61,Salary paid to employees
1481,2025-04-25,Depreciation,Depreciation Expense,Accumulated Depreciation,10840.48,Monthly depreciation for asset
1482,2025-04-26,Cash Sale,Cash Account,Sales Revenue,17184.67,Cash sale to customer
1483,2025-04-27,Cash Sale,Cash Account,Sales Revenue,6582.96,Cash sale to customer
1484,2025-04-28,Cash Sale,Cash Account,Sales Revenue,12158.57,Cash sale to customer
1485,2025-04-29,Loan Repayment,Loan Payable,Bank Account,1911.81,Loan repayment to bank
1486,2025-04-30,Rent,Rent Expense,Bank Account,15060.46,Monthly rent paid for office space
1487,2025-05-01,Purchase,Inventory,Accounts Payable,8541.87,Raw materials purchased from supplier Unity Inc.
1488,2025-05-02,Interest Income,Bank Account,Interest Income,4837.02,Interest received from bank
1489,2025-05-03,Loan Repayment,Loan Payable,Bank Account,17341.97,Loan repayment to bank
1490,2025-05-04,Payroll,Salaries Expense,Bank Account,4541.59,Salary paid to employees
1491,2025-05-05,Depreciation,Depreciation Expense,Accumulated Depreciation,16364.93,Monthly depreciation for asset
1492,2025-05-06,Payroll,Salaries Expense,Bank Account,5799.21,Salary paid to employees
1493,2025-05-07,Purchase,Inventory,Accounts Payable,16637.85,Raw materials purchased from supplier Global Suppliers
1494,2025-05-08,Interest Income,Bank Account,Interest Income,2852.16,Interest received from bank
1495,2025-05-09,Depreciation,Depreciation Expense,Accumulated Depreciation,6818.81,Monthly depreciation for asset
1496,2025-05-10,Loan Repayment,Loan Payable,Bank Account,19845.34,Loan repayment to bank
1497,2025-05-11,Cash Sale,Cash Account,Sales Revenue,7867.16,Cash sale to customer
1498,2025-05-12,Sales,Accounts Receivable,Sales Revenue,16327.12,Credit sale to customer Nova Enterprises
1499,2025-05-13,Purchase,Inventory,Accounts Payable,18287.76,Raw materials purchased from supplier Nova Enterprises
1500,2025-05-14,Sales,Accounts Receivable,Sales Revenue,8380.74,Credit sale to customer XYZ Corp.
1501,2025-05-15,Rent,Rent Expense,Bank Account,3667.47,Monthly rent paid for office space
1502,2025-05-16,Interest Income,Bank Account,Interest Income,16936.29,Interest received from bank
1503,2025-05-17,Loan Repayment,Loan Payable,Bank Account,2885.41,Loan repayment to bank
1504,2025-05-18,Loan Repayment,Loan Payable,Bank Account,17074.88,Loan repayment to bank
1505,2025-05-19,Depreciation,Depreciation Expense,Accumulated Depreciation,7321.76,Monthly depreciation for asset
1506,2025-05-20,Rent,Rent Expense,Bank Account,10437.87,Monthly rent paid for office space
1507,2025-05-21,Sales,Accounts Receivable,Sales Revenue,3395.74,Credit sale to customer Global Suppliers
1508,2025-05-22,Rent,Rent Expense,Bank Account,18523.93,Monthly rent paid for office space
1509,2025-05-23,Payroll,Salaries Expense,Bank Account,7761.5,Salary paid to employees
1510,2025-05-24,Loan Repayment,Loan Payable,Bank Account,18464.14,Loan repayment to bank
1511,2025-05-25,Interest Income,Bank Account,Interest Income,12755.52,Interest received from bank
1512,2025-05-26,Loan Repayment,Loan Payable,Bank Account,7983.23,Loan repayment to bank
1513,2025-05-27,Cash Sale,Cash Account,Sales Revenue,2712.3,Cash sale to customer
1514,2025-05-28,Interest Income,Bank Account,Interest Income,12678.76,Interest received from bank
1515,2025-05-29,Loan Repayment,Loan Payable,Bank Account,7324.59,Loan repayment to bank
1516,2025-05-30,Cash Sale,Cash Account,Sales Revenue,8891.1,Cash sale to customer
1517,2025-05-31,Interest Income,Bank Account,Interest Income,19268.11,Interest received from bank
1518,2025-06-01,Cash Sale,Cash Account,Sales Revenue,8071.19,Cash sale to customer
1519,2025-06-02,Purchase,Inventory,Accounts Payable,12261.41,Raw materials purchased from supplier BrightTech
1520,2025-06-03,Rent,Rent Expense,Bank Account,15684.22,Monthly rent paid for office space
1521,2025-06-04,Sales,Accounts Receivable,Sales Revenue,17317.38,Credit sale to customer Nova Enterprises
1522,2025-06-05,Sales,Accounts Receivable,Sales Revenue,9538.02,Credit sale to customer XYZ Corp.
1523,2025-06-06,Cash Sale,Cash Account,Sales Revenue,6507.45,Cash sale to customer
1524,2025-06-07,Purchase,Inventory,Accounts Payable,15167.86,Raw materials purchased from supplier Global Suppliers
1525,2025-06-08,Interest Income,Bank Account,Interest Income,2869.29,Interest received from bank
1526,2025-06-09,Interest Income,Bank Account,Interest Income,1811.23,Interest received from bank
1527,2025-06-10,Sales,Accounts Receivable,Sales Revenue,19845.9,Credit sale to customer Nova Enterprises
1528,2025-06-11,Sales,Accounts Receivable,Sales Revenue,12307.89,Credit sale to customer Unity Inc.
1529,2025-06-12,Cash Sale,Cash Account,Sales Revenue,6638.16,Cash sale to customer
1530,2025-06-13,Depreciation,Depreciation Expense,Accumulated Depreciation,7097.37,Monthly depreciation for asset
1531,2025-06-14,Interest Income,Bank Account,Interest Income,11607.54,Interest received from bank
1532,2025-06-15,Depreciation,Depreciation Expense,Accumulated Depreciation,7199.56,Monthly depreciation for asset
1533,2025-06-16,Sales,Accounts Receivable,Sales Revenue,18722.66,Credit sale to customer Unity Inc.
1534,2025-06-17,Interest Income,Bank Account,Interest Income,4909.48,Interest received from bank
1535,2025-06-18,Purchase,Inventory,Accounts Payable,5646.95,Raw materials purchased from supplier ABC Pvt. Ltd.
1536,2025-06-19,Rent,Rent Expense,Bank Account,12289.96,Monthly rent paid for office space
1537,2025-06-20,Payroll,Salaries Expense,Bank Account,2505.88,Salary paid to employees
1538,2025-06-21,Payroll,Salaries Expense,Bank Account,13947.89,Salary paid to employees
1539,2025-06-22,Cash Sale,Cash Account,Sales Revenue,2403.07,Cash sale to customer
1540,2025-06-23,Loan Repayment,Loan Payable,Bank Account,12636.02,Loan repayment to bank
1541,2025-06-24,Depreciation,Depreciation Expense,Accumulated Depreciation,5016.79,Monthly depreciation for asset
1542,2025-06-25,Cash Sale,Cash Account,Sales Revenue,15262.44,Cash sale to customer
1543,2025-06-26,Payroll,Salaries Expense,Bank Account,7169.75,Salary paid to employees
1544,2025-06-27,Loan Repayment,Loan Payable,Bank Account,19188.33,Loan repayment to bank
1545,2025-06-28,Loan Repayment,Loan Payable,Bank Account,12501.14,Loan repayment to bank
1546,2025-06-29,Depreciation,Depreciation Expense,Accumulated Depreciation,3978.87,Monthly depreciation for asset
1547,2025-06-30,Sales,Accounts Receivable,Sales Revenue,15830.6,Credit sale to customer ABC Pvt. Ltd.
1548,2025-07-01,Payroll,Salaries Expense,Bank Account,9913.58,Salary paid to employees
1549,2025-07-02,Loan Repayment,Loan Payable,Bank Account,7002.13,Loan repayment to bank
1550,2025-07-03,Payroll,Salaries Expense,Bank Account,8907.61,Salary paid to employees
1551,2025-07-04,Rent,Rent Expense,Bank Account,13841.79,Monthly rent paid for office space
1552,2025-07-05,Payroll,Salaries Expense,Bank Account,17707.59,Salary paid to employees
1553,2025-07-06,Payroll,Salaries Expense,Bank Account,18877.17,Salary paid to employees
1554,2025-07-07,Interest Income,Bank Account,Interest Income,17181.35,Interest received from bank
1555,2025-07-08,Purchase,Inventory,Accounts Payable,14637.37,Raw materials purchased from supplier Unity Inc.
1556,2025-07-09,Loan Repayment,Loan Payable,Bank Account,1886.46,Loan repayment to bank
1557,2025-07-10,Sales,Accounts Receivable,Sales Revenue,13837.86,Credit sale to customer Unity Inc.
1558,2025-07-11,Rent,Rent Expense,Bank Account,8439.17,Monthly rent paid for office space
1559,2025-07-12,Payroll,Salaries Expense,Bank Account,4731.86,Salary paid to employees
1560,2025-07-13,Payroll,Salaries Expense,Bank Account,10191.77,Salary paid to employees
1561,2025-07-14,Cash Sale,Cash Account,Sales Revenue,3390.7,Cash sale to customer
1562,2025-07-15,Interest Income,Bank Account,Interest Income,4179.25,Interest received from bank
1563,2025-07-16,Interest Income,Bank Account,Interest Income,15163.89,Interest received from bank
1564,2025-07-17,Depreciation,Depreciation Expense,Accumulated Depreciation,12099.69,Monthly depreciation for asset
1565,2025-07-18,Interest Income,Bank Account,Interest Income,12909.1,Interest received from bank
1566,2025-07-19,Rent,Rent Expense,Bank Account,14236.01,Monthly rent paid for office space
1567,2025-07-20,Loan Repayment,Loan Payable,Bank Account,2138.09,Loan repayment to bank
1568,2025-07-21,Cash Sale,Cash Account,Sales Revenue,18742.98,Cash sale to customer
1569,2025-07-22,Purchase,Inventory,Accounts Payable,11211.57,Raw materials purchased from supplier Nova Enterprises
1570,2025-07-23,Sales,Accounts Receivable,Sales Revenue,2826.39,Credit sale to customer Unity Inc.
1571,2025-07-24,Sales,Accounts Receivable,Sales Revenue,19701.65,Credit sale to customer Unity Inc.
1572,2025-07-25,Depreciation,Depreciation Expense,Accumulated Depreciation,1919.18,Monthly depreciation for asset
1573,2025-07-26,Depreciation,Depreciation Expense,Accumulated Depreciation,19078.66,Monthly depreciation for asset
1574,2025-07-27,Loan Repayment,Loan Payable,Bank Account,11660.1,Loan repayment to bank
1575,2025-07-28,Sales,Accounts Receivable,Sales Revenue,19641.4,Credit sale to customer ABC Pvt. Ltd.
1576,2025-07-29,Depreciation,Depreciation Expense,Accumulated Depreciation,14658.79,Monthly depreciation for asset
1577,2025-07-30,Purchase,Inventory,Accounts Payable,18734.71,Raw materials purchased from supplier Global Suppliers
1578,2025-07-31,Interest Income,Bank Account,Interest Income,16658.49,Interest received from bank
1579,2025-08-01,Interest Income,Bank Account,Interest Income,11953.92,Interest received from bank
1580,2025-08-02,Payroll,Salaries Expense,Bank Account,13009.9,Salary paid to employees
1581,2025-08-03,Rent,Rent Expense,Bank Account,7395.54,Monthly rent paid for office space
1582,2025-08-04,Payroll,Salaries Expense,Bank Account,4853.56,Salary paid to employees
1583,2025-08-05,Cash Sale,Cash Account,Sales Revenue,13806.72,Cash sale to customer
1584,2025-08-06,Sales,Accounts Receivable,Sales Revenue,16908.98,Credit sale to customer ABC Pvt. Ltd.
1585,2025-08-07,Payroll,Salaries Expense,Bank Account,12720.61,Salary paid to employees
1586,2025-08-08,Payroll,Salaries Expense,Bank Account,6368.6,Salary paid to employees
1587,2025-08-09,Cash Sale,Cash Account,Sales Revenue,4789.95,Cash sale to customer
1588,2025-08-10,Depreciation,Depreciation Expense,Accumulated Depreciation,10597.27,Monthly depreciation for asset
1589,2025-08-11,Sales,Accounts Receivable,Sales Revenue,3624.56,Credit sale to customer ABC Pvt. Ltd.
1590,2025-08-12,Payroll,Salaries Expense,Bank Account,12606.86,Salary paid to employees
1591,2025-08-13,Purchase,Inventory,Accounts Payable,3516.96,Raw materials purchased from supplier Unity Inc.
1592,2025-08-14,Payroll,Salaries Expense,Bank Account,1365.22,Salary paid to employees
1593,2025-08-15,Cash Sale,Cash Account,Sales Revenue,16512.04,Cash sale to customer
1594,2025-08-16,Interest Income,Bank Account,Interest Income,10587.5,Interest received from bank
